time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
2,1,2,1,-0.60855,-0.8294,0.86023,0.45232,-1.6798,-0.98472,0.45753,-0.98899,1.669,0.29365,-1.136,0.88075
26,2,26,2,-0.3409,-0.26582,-1.2565,-0.51289,0.34688,0.60164,-0.19998,-0.99832,-0.65682,0.15227,-0.21591,-1.6982
8,1,8,1,0.32023,-0.43194,-0.44026,-0.46599,-1.2289,-1.6042,0.4384,0.63285,0.29487,-0.14937,0.84156,-1.2699
2,0,4,2,-0.68768,-1.1185,1.0668,-0.22919,0.6197,1.698,0.69616,1.4467,1.3467,-0.33937,-0.81435,-0.52742
0,0,1,2,1.4852,1.0634,-0.35396,-0.64301,1.4135,-0.82992,0.30336,0.38902,0.30323,-0.83001,0.025886,-1.0255
2,1,2,1,-0.013223,-0.5812,-0.55791,0.083727,-1.3256,1.2635,0.024793,0.67171,-0.33765,0.68114,0.84913,0.38354
2,1,2,1,0.51975,-1.8269,-0.55462,-0.059079,0.12039,-0.99429,-1.1765,0.50172,-0.55628,0.085197,0.19372,0.89619
23,0,26,1,-0.10816,-0.79998,-0.4717,0.97203,0.15997,-1.139,0.063261,1.2835,0.74291,1.2372,-0.099861,-0.32081
5,1,5,1,-1.1754,-1.686,-1.3564,0.70201,0.44873,-0.45237,0.10075,1.0301,0.49933,-0.38498,0.801,-0.96246
8,0,17,1,0.10568,-1.053,0.29811,-1.311,-0.26569,-1.2982,-0.21964,-0.84842,-0.58253,-1.513,1.3812,0.79959
18,2,18,2,0.97093,0.30139,1.0648,0.73923,1.5901,-1.0718,1.3193,0.38628,-0.57,-1.3919,-0.090461,-0.62532
0,2,0,2,-0.54489,0.26115,-0.052556,0.6591,0.75755,-0.063031,2.084,0.79373,-0.18487,-0.64181,-0.59072,-0.072462
1,0,1,1,1.0503,-0.030823,-0.089673,-0.9919,-0.2906,0.47272,-0.74551,0.4218,0.31592,3.1128,-0.22682,-0.64376
8,0,8,2,-0.66997,0.18627,-1.5573,0.91815,-0.12143,-0.26803,1.1975,0.81747,0.66793,-0.12432,-0.11933,-1.0093
7,0,8,2,-0.82394,-1.0763,-0.78117,-0.043276,-0.59753,-1.5099,-0.35857,-1.394,-0.17211,-1.1896,-1.4856,0.35901
0,0,13,2,0.66993,-0.37477,0.17582,-1.1644,0.22143,1.2894,1.0669,0.8615,-1.8895,0.17711,1.8002,1.1822
7,2,7,2,-0.11665,0.39287,-0.1345,-0.64431,1.6876,-0.39349,0.20004,-0.75193,0.58036,-0.46797,0.69924,-1.0176
9,0,10,1,-0.009325,-0.9034,-1.3547,0.27157,0.29817,-0.046378,-0.13163,-0.84715,0.063213,-0.030104,-0.052651,0.49056
9,1,9,1,-0.38816,0.41775,1.0162,-1.1072,-0.46816,-0.013843,1.2636,-0.66844,-0.85045,0.3872,0.38337,0.98702
4,0,7,1,0.73704,1.5057,-0.34408,-0.8227,1.2554,0.15306,-0.73662,0.64715,0.41807,-1.1887,1.0952,-0.85847
1,2,1,2,0.37099,-0.90661,0.018767,0.58793,-1.0451,0.44956,-0.898,2.163,-0.1648,-0.30096,-0.80033,-0.97763
8,1,8,1,-2.2344,2.1453,-0.19692,-0.11685,0.36902,-0.97594,-1.6838,0.92615,1.8533,0.41277,-0.21055,-0.86553
1,0,3,1,-0.35911,0.88339,0.89889,-1.2144,0.38024,-1.8745,0.025069,0.14084,0.19161,-1.7083,0.34698,0.96128
13,0,13,2,0.29631,0.22768,-1.0158,-0.4379,0.62756,-0.28545,0.82328,-0.45117,1.4204,-0.39078,-0.75212,0.92343
0,0,0,2,-0.79306,0.017817,0.58036,0.24278,1.0708,-0.17328,0.28629,0.41108,-0.21238,0.15487,0.14591,-2.4027
66,2,66,2,-0.80484,0.86099,-0.28314,-0.44144,-1.2457,-0.026317,0.80333,-0.88746,-0.48457,1.7028,-0.068725,-1.072
5,0,7,2,-1.2455,1.0663,-0.28563,-0.64916,0.29304,-0.60856,-0.1466,2.3359,-0.38795,-2.925,-0.094397,-0.10135
10,0,22,2,-0.40117,0.94873,-0.47513,-0.76978,0.061379,0.39751,1.1784,0.78048,0.55641,-1.2012,0.48204,-0.558
1,0,1,1,0.694,1.2767,-0.28417,1.2314,0.27059,-0.30578,-0.52283,0.050506,1.1574,0.35226,-0.89178,2.1275
1,0,6,2,-1.0645,1.2011,-0.72268,0.76207,-0.13392,-0.17372,0.83895,0.39448,0.84507,1.0256,1.0522,-0.8956
0,0,0,1,0.32336,0.088761,-0.94999,0.60917,0.69433,-3.6119,1.5174,-0.34773,-0.7705,0.3254,0.69156,-0.62696
1,2,1,2,-0.12966,0.33695,-1.0322,0.16033,-1.7849,-1.4662,1.0389,1.0423,0.043067,-1.712,0.38995,-1.1466
28,2,28,2,0.54245,0.68401,-2.3358,0.50723,2.6621,0.63242,-0.26072,0.78301,2.604,0.22894,-0.92069,0.37302
18,2,18,2,0.16114,-0.35592,-1.4385,0.48517,-0.69926,1.4343,-1.7994,-0.91219,-0.63418,1.0949,-1.3808,0.24132
9,0,13,1,0.22748,1.6085,1.4244,-0.40707,1.2581,-1.4731,0.23726,0.61254,0.59064,0.48041,0.14126,-0.82063
22,0,23,2,2.8397,0.45774,-0.35974,-1.1378,-0.4049,0.56685,-1.1469,0.50948,0.69304,-1.366,-0.70138,-1.5848
4,0,8,1,0.96228,-0.85706,-0.58176,-0.18948,-0.065851,-0.021298,0.33763,-0.71786,-0.30832,0.51985,0.5213,1.4701
40,0,93,1,-0.65613,0.39256,-1.2599,-0.27543,0.064257,0.67377,-1.5367,-0.74515,1.2812,0.33582,0.024765,-0.4877
141,2,141,2,0.37881,0.14567,-0.0064297,1.2611,0.052914,0.75774,-2.0989,0.066944,0.33308,1.4616,-0.72315,2.368
4,2,4,2,0.19749,0.32573,-1.2759,1.902,-0.04795,1.5963,2.4036,-0.66704,-0.95695,1.415,-0.65654,-0.26663
15,1,15,1,-0.053935,0.80871,-1.2902,-0.026953,-0.061486,-1.4772,-0.15084,-0.86577,-0.56196,-2.2991,-1.5614,-2.0939
6,0,62,2,0.81219,-0.79646,0.87646,-1.2799,0.95322,-0.60373,0.26737,1.987,-0.28141,1.3113,1.0118,1.4896
4,2,4,2,-0.81117,-1.2774,0.076561,1.3228,-1.3811,-0.13525,-0.34583,0.5125,0.28111,0.91519,-1.6364,1.2703
0,0,0,2,-0.94854,-1.4232,0.314,-0.3693,0.34794,-0.17663,0.2222,-0.53638,0.91467,0.0094418,0.10922,-1.6676
3,2,3,2,0.72363,1.7788,0.39416,0.58574,0.31298,-0.018539,-0.041665,1.2324,0.88194,-0.29191,-0.039475,0.065718
64,2,64,2,-1.2016,0.016631,-1.2601,-0.91285,-0.011681,0.74404,0.86169,-0.057781,0.37457,-1.1531,-1.3072,-1.7891
16,1,16,1,0.14902,-0.9327,-0.30935,-2.5538,1.2888,0.47434,0.86158,-0.95575,-1.0679,0.12469,0.15617,0.2331
26,2,26,2,-0.55995,-2.4097,0.89582,-0.14664,1.2294,-1.0576,0.93327,0.056273,0.82036,-0.36835,0.97827,0.64012
4,2,4,2,-1.6958,-0.9867,0.56658,-1.0213,-1.3347,-0.014855,0.99844,0.83741,0.66177,-1.1127,0.79124,0.43849
12,2,12,2,0.56138,-1.425,1.5805,-0.22375,0.31566,-0.35893,-0.60408,0.5855,-1.6262,-1.0727,-0.45646,-0.59792
7,1,7,1,-0.066703,-0.37504,0.19267,-1.4197,-1.3584,-1.5867,-1.1459,-0.31053,0.65776,-1.4613,1.318,-1.9448
18,1,18,1,-0.97977,0.1599,0.19202,0.72323,-0.39231,-0.18956,-0.034645,0.82743,0.10192,0.48929,0.87713,1.5708
36,1,36,1,1.5734,0.67234,-1.663,2.1484,-0.86128,-0.093977,-0.47017,0.44987,0.31012,-0.11873,-0.66984,-0.31394
0,0,31,1,0.96937,-0.57945,0.45753,-1.5926,-0.29623,0.26813,1.2652,-0.53813,-1.0011,-1.0525,1.893,-0.89639
14,0,18,2,0.47182,0.64156,0.058259,0.92808,-0.11062,-0.79905,0.091267,0.73496,1.6166,-0.2738,0.95368,-0.08574
17,1,17,1,-0.022196,2.3492,1.6549,-0.7266,0.96275,0.64119,-0.27396,0.5656,0.68379,-0.15412,-0.26134,0.42715
1,0,5,2,-0.38632,-0.89312,0.5051,0.26735,-0.94867,0.80444,0.11004,0.93486,0.17087,-0.32974,0.89948,-1.5213
0,0,0,1,-1.2519,-0.98763,-1.4279,1.4638,0.61872,0.44951,0.064615,-0.44315,0.12354,-0.46386,1.5907,-2.4176
9,1,9,1,-0.63967,-0.49354,1.1266,-1.4142,-0.97426,-1.3147,-1.7359,2.2628,1.1509,0.14708,-0.46135,0.53106
8,1,8,1,0.021293,-0.92614,-1.1222,0.1328,0.1527,1.7027,0.22638,0.60448,0.23808,0.47321,-0.11567,1.2076
0,0,3,2,1.0215,-0.82168,0.37205,0.3806,0.30557,0.23926,-0.10723,0.56751,0.74982,0.085046,-1.0088,0.20293
1,2,1,2,0.0039463,-0.85221,0.2188,0.70377,1.2852,-2.5949,-2.1579,-1.0606,1.4277,0.033476,-0.014836,-1.1155
3,0,3,2,-0.13579,-1.4253,-0.98219,0.54868,-0.18065,-1.2852,0.9529,0.79528,-0.01898,-0.44527,0.17469,-0.40076
2,0,2,1,1.0935,-1.0169,1.4038,-0.6653,0.56454,-2.7339,-0.24517,-1.6046,2.2208,-0.15062,0.013529,-0.81649
60,2,60,2,-2.0063,1.2939,-1.8849,-1.1406,0.65621,1.2186,-1.3244,-0.79057,-0.052439,1.5457,1.3033,0.11636
56,2,56,2,-0.30179,0.45873,-0.16021,1.6443,-0.43824,1.4315,0.024511,-0.85509,0.018191,0.10021,0.90648,-0.18261
18,0,49,2,0.73592,-0.35934,1.1843,0.010792,0.88021,-2.1106,0.36492,0.55325,-0.24618,-1.2481,-0.65604,-1.7806
1,1,1,1,-0.30876,-0.98512,1.0174,-0.90087,0.57322,-0.69816,0.18555,-0.38106,1.5489,0.36035,0.73955,-0.69403
18,1,18,1,1.3738,-0.11242,0.26364,-1.6895,-0.4708,1.1181,-1.3391,-0.33669,1.2475,0.45427,-0.26076,-0.35603
2,0,4,2,-0.11205,0.79455,-0.77067,-0.31455,-0.81443,-0.11442,0.7079,1.4043,-1.3391,-1.0394,1.6334,-1.0412
137,2,137,2,-0.058094,1.1366,0.87825,1.1921,0.74266,-1.0132,0.29799,0.67119,-1.9089,-1.5161,-0.91862,1.4766
7,1,7,1,0.81134,0.74608,-0.68302,-0.68731,-1.9202,1.9194,-1.1286,-0.29024,0.48249,-0.71792,-0.49637,-1.1192
18,0,41,1,0.48543,-0.98637,1.3967,0.31301,-1.188,-0.70351,0.74485,0.72567,0.98301,-1.3134,-1.205,0.68651
0,0,5,1,1.1297,2.59,-0.52503,-0.39082,2.8327,0.01795,-1.838,-0.48905,0.16299,0.25044,0.91484,1.2483
3,0,27,1,-0.94498,-0.313,-0.32124,1.4607,-0.0015705,-0.14682,-1.5844,-0.29352,0.74856,-1.1181,0.29541,1.3078
96,1,96,1,-0.91,1.1578,-0.16321,-1.3955,-1.1582,2.0084,-0.18155,1.2674,-0.66761,1.933,1.8117,0.1866
22,2,22,2,1.252,0.17735,-2.5084,0.66552,1.7024,-0.59593,0.6634,1.0619,0.060451,1.1502,-1.4784,0.71688
3,1,3,1,0.17124,-1.9551,-1.0182,1.5744,0.5054,0.7033,0.96293,-0.59931,-0.18675,-0.33162,0.10998,-0.46148
0,0,15,2,0.47906,-0.5727,-0.2023,1.1964,0.19402,-1.4111,-1.3685,0.53255,-0.17697,0.12765,0.61368,-1.0604
25,2,25,2,1.1821,0.94711,-1.221,-0.21944,-1.7862,0.90671,0.70842,0.37028,-0.44705,0.73712,1.0758,-1.2947
2,0,8,2,1.068,-2.0293,-1.6029,-0.45049,-1.4703,0.1707,1.2237,0.65822,-0.37945,1.2078,-2.7951,-0.047129
2,1,2,1,0.083188,0.10666,-1.0792,1.0202,1.1941,0.007729,-0.20359,1.0897,-0.84647,0.40849,0.11231,0.51428
1,0,4,2,-0.31941,0.56482,0.21512,0.65427,-0.88106,0.56015,1.406,-1.2476,1.3709,0.12528,-0.2636,-0.47863
11,0,11,2,1.3129,-0.052278,-0.25403,-1.2331,0.95139,0.59468,0.34187,-1.3071,-0.54681,0.30402,-0.60662,0.53957
10,0,50,2,-0.021235,0.90366,1.6885,0.2832,0.91733,0.0064535,0.78893,-0.54098,-0.22411,0.072435,-0.35513,-2.8145
10,2,10,2,-0.89215,0.39058,1.0569,-1.5529,-0.84612,-2.3554,1.6107,1.523,-0.31113,-1.8601,1.0567,0.99126
0,0,26,1,-1.924,0.26329,0.16632,0.82987,-0.02429,1.2807,1.2136,1.2953,0.44637,0.38565,0.41697,0.97114
6,1,6,1,0.34762,0.79402,-0.33192,0.76168,-0.97147,1.6863,-0.32921,1.0453,0.23639,-0.089637,0.30164,0.56879
30,0,60,1,1.1643,-0.073696,1.2859,0.33793,0.41731,-0.26934,1.1235,-0.52394,-0.60952,1.1384,-1.4076,-0.32575
87,0,98,2,-1.361,-0.49069,-0.78525,-0.78845,0.2397,2.0212,1.9111,0.61122,-0.50434,0.85133,0.16016,0.71942
12,0,38,2,-0.20166,1.6308,-0.33497,-1.0905,0.1021,-0.38082,0.35888,-0.32346,-0.19641,-0.42479,0.91878,0.69439
12,2,12,2,-0.79526,1.0935,0.013965,-1.1576,1.2084,-0.49459,1.0558,-0.69858,0.22071,-2.134,-0.47269,-2.1345
7,0,11,1,1.0805,-0.4636,0.41218,0.83426,0.36957,0.75454,-0.18871,1.5925,-0.40282,0.9237,-1.4513,-0.24785
2,0,2,1,-0.87742,2.0252,0.22609,-0.50565,0.96303,0.61936,1.7214,-0.23651,0.4205,-0.38016,0.10393,-0.29503
7,1,7,1,1.1259,-1.0716,0.44142,-0.89784,0.40365,-0.41479,0.89484,1.3631,0.68679,0.95211,1.2783,0.032746
0,0,1,2,0.054761,0.047362,1.3442,-0.34416,1.7958,0.21014,-1.3077,1.9955,0.48438,0.28194,-1.331,0.54297
71,2,71,2,-1.7053,-0.3632,-0.16984,-0.72136,0.12807,-2.1228,-0.40144,1.1324,0.30352,-1.4145,0.22421,0.30056
9,0,12,1,-1.2514,-0.13627,1.0425,0.28874,0.20931,1.3843,-2.1561,1.6115,0.11834,1.2258,-0.39121,-0.83084
6,0,6,2,-0.42944,0.20909,0.038357,-1.3105,-2.2425,0.89588,0.79679,0.52608,-1.8161,0.27892,-0.33812,-0.73238
92,1,92,1,-1.0607,-1.5637,-0.24496,-1.3231,1.0511,-0.65781,0.9053,-0.90163,0.17366,0.23805,0.36304,-0.23086
4,2,4,2,-0.60371,0.92358,-0.90888,-0.063801,0.98538,-0.26094,0.56304,0.46684,1.4487,-2.3658,2.0106,-0.75987
21,2,21,2,1.0629,-1.4744,-1.8716,-0.42572,0.026388,0.34697,0.21791,-1.4712,-1.3559,1.1338,-0.50917,0.32642
47,1,47,1,-1.3529,0.046878,-1.9117,0.22761,0.29374,0.26456,-1.9306,-0.23079,0.20347,0.42325,-0.28581,1.1222
0,0,23,2,0.97261,-1.8855,-0.46622,-0.48677,-0.04581,-0.36908,-0.72913,2.38,-0.58255,-2.1717,0.82118,0.010346
11,0,12,2,0.20943,-1.6083,-0.77149,0.0021404,1.0654,-1.0914,1.0003,-0.46847,0.60255,-1.3093,-0.94053,0.63998
2,0,2,1,-0.3319,-2.2496,0.14244,-0.32148,-1.2602,-0.092666,-0.13037,0.00070048,1.0401,1.1124,0.6011,-0.51078
17,2,17,2,1.6468,0.26331,1.3754,-0.10677,-1.145,-1.0801,-0.89974,0.57362,-0.11879,-1.8639,-0.34554,-0.1778
18,2,18,2,0.15599,-1.8915,-1.7019,0.60651,0.80049,0.19376,-2.3219,0.72114,-1.2649,0.6643,-0.11143,-2.0611
8,0,18,1,1.7355,1.916,-1.1352,-0.68224,-0.41802,2.105,1.647,-0.18986,-0.71697,-0.3511,-0.65315,-0.75655
2,1,2,1,1.2597,-0.37402,-2.2678,1.0303,-1.167,2.7176,-1.076,-1.3054,-0.70969,0.48725,-0.16221,0.2648
1,1,1,1,0.32323,0.68457,0.61075,-1.2368,0.44923,-0.25362,-0.8202,-1.0195,0.12857,0.88238,1.9019,-1.0415
24,0,30,2,-0.30036,-0.60531,1.0137,0.2079,-1.0001,-0.29362,-0.020052,1.2524,-1.2802,-0.51491,-0.010397,1.1082
11,0,36,2,-0.11878,0.29756,2.6767,-0.57797,-0.89263,1.8012,1.2548,-1.4117,-0.14074,0.25944,-1.0437,0.4534
2,1,2,1,1.1125,-0.38558,-0.43462,-0.21037,-0.65507,1.9708,-0.73214,-0.40082,1.7471,2.2411,-0.029497,-0.30029
74,2,74,2,0.0030179,-0.11246,-0.74664,-0.62591,-1.965,-0.11866,0.91728,-0.19253,-0.60734,0.32317,-0.92901,-0.15408
9,2,9,2,0.66881,0.23939,0.262,0.19019,-1.3575,-2.2445,0.88637,0.26222,1.3531,-0.3399,1.703,-0.11801
75,2,75,2,0.064228,-0.27541,0.35726,-1.0992,1.967,0.8682,0.0029826,0.37159,1.1792,0.19583,-0.032238,-0.56798
4,0,8,1,-0.57908,-1.6172,-0.05193,-0.2049,1.1618,0.74737,-0.31619,1.0039,1.0622,-0.003074,0.7825,-1.9364
0,0,15,2,0.19471,-0.7094,-1.4807,0.40932,0.50703,-2.1714,-1.6853,0.88512,-0.79489,1.4298,-0.37643,-1.6495
3,2,3,2,-0.21292,-0.40666,-0.80394,0.28334,-0.49941,0.44838,0.39486,0.31956,-0.96197,0.30806,-0.092868,-0.69517
1,0,2,1,-0.99059,-0.55842,-1.1413,0.62248,-1.0433,0.51094,-0.40047,-0.11902,-1.1591,-0.064865,-0.28041,1.4302
49,0,91,1,1.1977,0.14503,-0.9319,-0.68534,0.16287,-0.69474,0.5888,0.32201,0.10221,0.81144,0.44213,0.36381
55,1,55,1,1.5076,-0.86527,-0.25801,1.7985,-0.29895,0.51646,-0.74225,0.33086,-0.1186,-0.68969,1.8531,0.41977
1,0,2,1,0.51483,0.68091,1.8846,-0.99492,-1.4881,0.47426,-0.41158,-1.5264,-1.9916,-0.068369,0.3281,1.21
0,2,0,2,0.145,-1.1991,0.20435,-0.65067,-0.38783,-1.4209,-0.29345,0.17689,-0.18978,-1.1357,0.23316,-0.87157
16,0,26,1,-0.067664,1.1456,-0.1235,-1.1319,-0.74563,-0.54068,-1.4349,0.39929,-0.82083,1.5378,0.2805,0.69109
3,2,3,2,-0.21609,-1.837,0.91785,-0.067355,0.91762,-0.30542,-1.18,-0.30762,1.785,-0.41364,-1.2796,0.23024
2,2,2,2,0.62739,1.5585,-0.58815,-0.15549,-0.72264,-0.075524,0.75752,-0.6278,-0.70904,-0.31247,1.0444,2.1571
5,0,6,1,-0.83714,1.308,0.23796,-0.0089184,-0.5482,0.044761,-0.63983,1.8153,0.46752,0.7609,0.90422,-0.56471
1,0,55,1,0.19921,-0.39223,-0.73359,-0.941,1.4453,0.42716,0.94081,-0.80544,1.7622,0.073443,0.79207,-1.5787
52,2,52,2,-0.3403,0.62603,-0.059701,-1.3314,1.1159,-0.78784,-0.48826,1.1235,-0.7423,2.6689,0.6126,0.63522
24,1,24,1,-0.70875,-0.47288,0.23124,1.5451,0.82518,-1.1862,-0.82576,-1.3723,0.24012,-1.3247,-0.059862,0.37879
2,0,2,2,-0.77309,-2.2863,-1.5009,1.148,1.2743,0.12811,0.81978,-0.20371,-0.24822,-1.0095,1.8421,0.10957
4,0,5,2,1.9062,-0.17704,1.0136,-0.75166,0.65724,-0.82141,-2.4461,1.6979,0.21627,0.49957,0.057463,-0.56061
3,0,3,1,-0.8753,2.5562,-1.4747,1.5644,-0.32354,-0.60787,0.49746,-0.0086981,1.7273,0.4277,1.0547,-1.6326
0,0,1,1,1.0599,-0.57618,-0.20865,-0.24799,-0.10431,-0.35735,0.49972,0.063694,-0.5442,-1.2605,0.96464,1.3039
3,0,22,1,2.1314,1.3228,-0.0050167,0.65896,0.025185,1.7516,-0.23882,1.2296,-2.0672,1.8513,-0.39989,1.8232
53,1,53,1,-0.46041,0.70044,-0.20361,-0.78724,0.60733,-0.38983,0.55123,-1.0784,0.38173,0.22789,0.051489,0.22803
97,2,97,2,0.36213,-0.6109,-0.33936,1.9382,-1.1449,-0.77171,0.92305,-0.25225,1.0305,0.7656,0.29891,-2.4414
4,0,7,2,1.6385,-0.74588,0.2614,0.45633,0.21934,-1.1348,0.45813,-0.000062452,-1.886,0.64037,-0.17725,-0.43075
33,2,33,2,1.4843,1.5023,1.044,0.23283,-0.20231,-0.25724,0.80092,0.24435,-1.0371,1.045,-1.5332,-0.088203
12,0,13,1,0.19249,0.34813,0.089563,-0.73055,-0.24264,2.5312,1.6907,-1.2597,-2.5698,0.057726,0.0033856,1.7149
6,0,7,1,-0.57987,0.97215,0.58013,-1.191,-1.0732,-0.77862,0.48554,-0.17695,0.47614,0.06092,0.70107,-1.8394
2,0,12,2,2.1163,-2.096,0.27741,0.23181,1.1165,-0.83582,0.8909,1.4393,1.0787,-0.10944,0.54754,-0.26029
33,2,33,2,0.66636,-0.12897,-0.1988,-0.84975,-0.70851,-0.38318,0.85583,1.9045,-1.0917,-0.39502,-0.64221,-1.2255
7,1,7,1,-0.63138,0.78735,0.42221,1.0975,-0.55419,-0.22198,0.92118,0.75377,-2.0277,0.14704,-0.79303,-0.88661
10,0,10,2,-1.2111,0.99467,-0.3559,0.94156,-0.12831,-1.3434,0.091274,-0.33943,-1.3503,0.26599,0.48577,1.713
2,2,2,2,-1.1256,1.0598,-1.2552,0.28778,-0.67395,-0.30512,-0.15137,2.0069,0.90594,-0.98382,-0.11729,-0.05986
2,2,2,2,2.2193,0.70706,-0.9383,-0.11736,0.69959,-0.96451,1.6945,0.084694,0.6369,1.8019,0.51985,-0.24555
6,0,16,1,0.44097,1.3714,2.0683,-1.1494,0.2451,-0.61803,-1.2883,0.15951,0.91149,2.1742,0.89512,-0.5446
44,1,44,1,-0.90017,-1.2572,0.36164,-1.1361,0.4033,-0.020799,-1.4345,2.2368,0.92055,0.31867,1.5314,-0.32866
33,1,33,1,0.63007,-0.83393,-0.72228,-0.52415,-0.35948,0.24005,-1.0603,-1.9314,-0.58172,-0.72209,0.77071,0.21925
8,2,8,2,1.2039,0.65361,-0.32608,0.054259,1.3055,1.3803,-0.15784,0.4011,0.26468,0.20487,-0.035625,0.85701
8,0,20,2,0.69884,2.196,2.4402,-0.92022,-0.022454,0.39025,-0.65673,0.75585,0.98475,0.8418,-0.4845,1.5516
13,0,72,1,-1.6308,-2.0866,-2.2026,0.11158,0.65424,-0.28382,0.66678,-0.39975,1.298,2.6269,0.83213,1.3281
0,0,2,2,-0.82423,-0.82887,1.3734,-0.13354,-0.22011,0.46097,2.3334,0.81828,-0.90016,-0.33318,1.1507,0.12995
3,0,5,1,-0.19868,0.30899,-1.0327,0.45549,-1.2605,0.052696,-0.81257,0.66676,2.716,1.1405,-0.98308,-0.83804
1,0,4,1,-0.73094,-1.4941,0.62135,0.31758,-0.072468,-1.1642,-0.79296,-0.41532,-0.11756,-0.31501,-0.67321,0.90987
66,0,89,1,-1.2937,-1.863,1.6129,0.23043,-0.086191,1.1056,0.18376,1.2304,-0.18173,0.031494,-1.5079,0.79793
0,0,1,1,2.011,0.17212,0.34576,-0.1191,0.22542,-0.0063454,-0.41552,-1.0144,0.26216,-0.12287,-0.55905,-0.41422
8,1,8,1,0.26298,1.1447,-1.2355,1.5603,0.85051,0.25238,-1.0138,-0.29123,0.61722,1.0375,1.3624,3.3894
52,0,138,2,1.4007,0.091283,-0.086828,1.2381,1.0737,-0.22817,-0.12118,1.1629,2.1685,1.1948,-1.1958,-2.1118
8,1,8,1,-1.1692,-0.0042906,0.49352,1.0714,0.95791,-2.7056,0.06659,0.18063,0.21929,2.2214,-0.17169,-0.67709
13,0,27,1,-0.82218,0.69745,0.078185,1.0317,0.46665,-1.2891,-0.74421,1.1545,0.44172,-0.1785,-0.3104,2.262
1,0,1,1,-0.24896,-1.1313,-1.284,0.6421,-1.7235,0.85848,0.028196,-0.81507,-1.4877,-0.33917,0.68375,2.4066
21,0,51,2,-0.91925,0.237,-0.51712,-0.92893,-0.32904,-2.4133,-0.63192,1.2873,0.41,1.3531,0.18237,-0.46671
0,0,3,2,-0.4241,1.4774,0.44146,-0.74054,-0.47734,-0.43889,1.179,0.33393,0.0373,-0.33994,-0.29216,0.64714
5,0,6,2,0.094499,2.6058,0.88296,1.0738,0.72027,-1.2277,-0.20718,-0.29305,0.12222,2.0688,-0.27668,0.67927
0,0,10,2,-1.001,-0.61886,-0.1088,-0.44377,-0.5677,0.20476,-0.37294,1.0836,0.66825,-0.77779,0.50545,-1.8736
3,1,3,1,3.2544,-0.6372,0.37185,0.77466,1.3304,-0.0065992,-0.67862,0.42744,0.034773,-0.97576,0.71005,1.7951
4,1,4,1,0.46998,1.4197,-2.2164,1.15,0.25171,-0.20169,0.65803,-1.4531,2.3137,-1.2442,-0.59495,1.5902
0,0,1,1,1.6226,-0.2228,0.68529,-1.4228,1.5486,-2.4015,-0.031244,-0.81531,1.0629,1.374,0.2339,-0.35253
3,0,3,2,-0.67843,-1.2582,-0.5668,-0.045456,-1.9188,0.21601,0.70892,0.5888,-0.25068,-0.45119,-0.092185,0.33347
8,2,8,2,1.0156,1.6949,-0.2424,-0.40049,0.67256,1.8637,0.86687,-0.96279,-0.395,0.18012,-0.58615,1.8412
19,2,19,2,-0.43699,-0.0747,-0.021042,0.82892,0.36333,0.81291,1.1857,1.0164,0.34961,0.46055,0.36513,-1.0094
26,0,45,2,-0.84958,-0.50823,0.40167,-1.2499,0.6881,2.3183,0.16407,-0.14094,-2.2568,-0.69136,-0.038302,-0.39828
5,1,5,1,-1.0081,-0.13648,-0.95899,0.20507,-1.7871,0.21823,0.28268,0.39358,2.1213,-1.8906,1.3056,-0.42921
24,0,29,1,-0.064056,-0.87743,-0.98346,-1.7182,-0.08887,0.10136,1.3405,0.91751,0.2712,0.29009,0.68368,0.18333
3,1,3,1,-0.49551,-1.7782,-1.0819,1.9217,0.8984,0.30053,-2.0975,-0.76223,0.7733,0.023364,0.054215,1.7385
1,0,1,1,0.88273,-0.74575,-0.26756,-0.074122,-0.97108,1.7318,0.5787,0.036227,-1.0672,0.03472,0.89089,0.47113
6,0,6,2,-0.17824,-0.29192,-1.1095,0.26774,-0.86874,1.1402,0.094963,1.2538,-0.71863,0.912,-0.66246,-0.069476
6,1,6,1,1.2973,-0.36293,0.85207,0.19259,1.2457,-0.011596,0.85101,-0.55762,0.97672,-0.22512,1.4115,-0.055707
23,0,37,1,-0.12398,0.80355,-1.4729,0.097847,1.0726,-0.90506,-0.18371,-0.7533,0.47107,0.88509,0.46246,-0.97027
6,0,23,2,-0.68705,0.9047,0.3885,-0.7725,0.33721,-0.17969,0.53726,0.29037,1.5786,0.25152,-1.4835,0.50633
1,2,1,2,1.2083,-0.24426,0.054632,-0.38954,1.5081,-0.60934,0.34499,0.094932,-1.589,0.65423,0.91688,2.3159
101,0,131,2,1.6046,0.89423,0.562,1.0789,-0.22706,-0.40258,-1.6822,-1.0463,1.0671,-0.63158,0.57182,0.74001
2,0,15,2,-1.0024,-0.9038,-0.72383,-0.33646,-0.41472,1.719,-1.6886,1.1583,0.26635,-2.3346,0.16787,0.66885
4,1,4,1,-2.2425,-2.1766,0.97651,1.0632,-1.1156,0.25933,0.091814,-0.15418,0.097103,1.3634,1.4814,1.1263
3,2,3,2,-1.2312,-0.72808,1.8891,-0.50925,-0.07028,-1.184,1.1212,-1.2655,0.98153,-0.84978,-0.96793,-1.8381
